IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.108.148,2052,0,false,SIN,Asia Pacific,Singapore,12,9.80
47.254.150.232,2095,0,false,FRA,Europe,Frankfurt,199,9.80
8.219.159.232,443,0,true,SIN,Asia Pacific,Singapore,97,9.80
8.219.201.8,8443,0,true,SIN,Asia Pacific,Singapore,44,9.80
47.254.170.209,2095,2095,false,FRA,Europe,Frankfurt,186,9.80
47.254.140.138,2086,0,false,FRA,Europe,Frankfurt,187,9.79
8.219.235.164,8880,0,false,SIN,Asia Pacific,Singapore,14,9.79
47.254.135.201,2052,0,false,FRA,Europe,Frankfurt,165,9.79
47.254.184.243,443,80,true,FRA,Europe,Frankfurt,186,9.79
47.254.133.189,2052,0,false,AMS,Europe,Amsterdam,196,9.79
47.254.132.236,443,80,true,FRA,Europe,Frankfurt,192,9.78
47.254.140.57,2095,0,false,FRA,Europe,Frankfurt,178,9.78
47.254.151.112,2086,0,false,FRA,Europe,Frankfurt,177,9.78
47.254.135.201,8880,8880,false,AMS,Europe,Amsterdam,179,9.78
47.254.155.15,2087,0,true,AMS,Europe,Amsterdam,171,9.77
47.254.183.223,443,0,true,AMS,Europe,Amsterdam,170,9.77
8.219.156.173,2087,0,true,SIN,Asia Pacific,Singapore,57,9.77
47.254.129.24,2082,0,false,FRA,Europe,Frankfurt,190,9.76
47.254.156.255,443,80,true,FRA,Europe,Frankfurt,175,9.76
47.254.130.36,8443,0,true,FRA,Europe,Frankfurt,195,9.75
47.254.169.222,2086,0,false,FRA,Europe,Frankfurt,154,9.75
47.254.171.27,8080,0,false,FRA,Europe,Frankfurt,171,9.74
47.254.140.167,8080,0,false,FRA,Europe,Frankfurt,164,9.74
47.254.129.2,443,0,true,AMS,Europe,Amsterdam,193,9.74
47.254.150.189,443,0,true,FRA,Europe,Frankfurt,172,9.74
47.254.171.27,2087,0,true,FRA,Europe,Frankfurt,168,9.74
47.88.87.57,2086,0,false,SJC,North America,San Jose,182,9.74
47.254.178.4,2052,2052,false,FRA,Europe,Frankfurt,190,9.74
47.254.130.164,443,0,true,FRA,Europe,Frankfurt,170,9.73
47.254.140.57,443,0,true,FRA,Europe,Frankfurt,153,9.73
8.219.155.255,443,0,true,SIN,Asia Pacific,Singapore,29,9.73
47.254.130.164,8880,0,false,FRA,Europe,Frankfurt,194,9.72
47.254.65.41,2095,0,false,SJC,North America,San Jose,297,9.72
47.254.156.178,2096,0,true,FRA,Europe,Frankfurt,173,9.72
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,3,9.71
8.219.141.174,8080,0,false,SIN,Asia Pacific,Singapore,7,9.71
47.254.182.210,2052,2052,false,FRA,Europe,Frankfurt,164,9.71
8.222.224.17,443,80,true,SIN,Asia Pacific,Singapore,61,9.71
47.254.141.45,2095,0,false,FRA,Europe,Frankfurt,154,9.71
47.254.167.88,2096,2096,true,FRA,Europe,Frankfurt,169,9.71
47.254.149.33,80,80,false,FRA,Europe,Frankfurt,187,9.70
47.254.141.25,80,0,false,FRA,Europe,Frankfurt,154,9.70
47.254.133.43,2087,0,true,AMS,Europe,Amsterdam,162,9.70
47.254.167.12,2095,2095,false,FRA,Europe,Frankfurt,169,9.70
47.254.155.69,2095,0,false,FRA,Europe,Frankfurt,200,9.69
47.254.133.115,443,0,true,FRA,Europe,Frankfurt,194,9.69
8.222.193.171,2086,0,false,SIN,Asia Pacific,Singapore,6,9.69
47.254.134.91,2053,0,true,FRA,Europe,Frankfurt,176,9.69
8.219.122.96,2096,0,true,SIN,Asia Pacific,Singapore,39,9.69
47.254.141.18,2095,0,false,AMS,Europe,Amsterdam,192,9.68
47.254.169.68,443,80,true,FRA,Europe,Frankfurt,186,9.68
8.219.84.102,2082,0,false,SIN,Asia Pacific,Singapore,40,9.68
47.254.145.235,2095,0,false,FRA,Europe,Frankfurt,187,9.67
47.254.167.162,443,0,true,FRA,Europe,Frankfurt,170,9.67
47.254.142.106,8443,0,true,FRA,Europe,Frankfurt,177,9.67
47.254.173.149,2083,0,true,FRA,Europe,Frankfurt,185,9.67
8.219.161.129,2052,2052,false,SIN,Asia Pacific,Singapore,2,9.66
8.219.153.143,80,80,false,SIN,Asia Pacific,Singapore,25,9.66
8.219.210.64,2096,0,true,SIN,Asia Pacific,Singapore,63,9.66
47.254.183.121,2082,0,false,FRA,Europe,Frankfurt,192,9.65
47.254.181.181,443,0,true,FRA,Europe,Frankfurt,167,9.65
47.254.181.78,443,0,true,FRA,Europe,Frankfurt,153,9.65
47.254.151.112,80,80,false,AMS,Europe,Amsterdam,179,9.65
47.254.91.252,2052,2052,false,SJC,North America,San Jose,466,9.65
47.254.183.247,80,80,false,FRA,Europe,Frankfurt,172,9.64
47.254.146.142,8443,0,true,FRA,Europe,Frankfurt,165,9.64
47.254.145.255,2095,2095,false,FRA,Europe,Frankfurt,195,9.64
47.254.135.205,2095,0,false,FRA,Europe,Frankfurt,165,9.64
8.219.200.145,2086,0,false,SIN,Asia Pacific,Singapore,26,9.64
47.254.184.104,2095,2095,false,AMS,Europe,Amsterdam,178,9.64
8.219.248.47,8080,0,false,SIN,Asia Pacific,Singapore,37,9.64
47.254.156.140,80,80,false,AMS,Europe,Amsterdam,176,9.63
8.219.103.47,2086,0,false,SIN,Asia Pacific,Singapore,9,9.63
47.245.115.6,2082,2082,false,SIN,Asia Pacific,Singapore,5,9.63
8.219.213.112,8443,0,true,SIN,Asia Pacific,Singapore,115,9.63
47.254.150.249,8880,8880,false,FRA,Europe,Frankfurt,165,9.62
47.254.157.103,80,0,false,FRA,Europe,Frankfurt,186,9.62
8.222.214.137,2096,0,true,SIN,Asia Pacific,Singapore,30,9.62
47.254.140.143,2095,2095,false,FRA,Europe,Frankfurt,190,9.62
47.254.174.49,8080,8080,false,FRA,Europe,Frankfurt,190,9.62
47.254.177.170,2082,2082,false,FRA,Europe,Frankfurt,176,9.62
47.254.181.181,2086,0,false,FRA,Europe,Frankfurt,155,9.62
8.219.175.101,2087,0,true,SIN,Asia Pacific,Singapore,73,9.61
47.254.142.191,2082,2082,false,FRA,Europe,Frankfurt,194,9.60
8.219.228.157,2082,0,false,SIN,Asia Pacific,Singapore,8,9.60
8.219.213.112,2082,0,false,SIN,Asia Pacific,Singapore,17,9.60
47.254.134.40,2053,2053,true,FRA,Europe,Frankfurt,186,9.60
8.219.159.232,8080,8080,false,SIN,Asia Pacific,Singapore,6,9.60
47.88.101.26,2095,0,false,SJC,North America,San Jose,176,9.58
8.219.60.54,2096,0,true,SIN,Asia Pacific,Singapore,80,9.58
47.254.133.223,2082,0,false,FRA,Europe,Frankfurt,182,9.58
47.254.150.249,443,0,true,FRA,Europe,Frankfurt,167,9.58
47.254.156.205,2087,0,true,AMS,Europe,Amsterdam,194,9.58
47.254.150.249,8443,0,true,FRA,Europe,Frankfurt,177,9.58
47.254.141.190,2082,0,false,FRA,Europe,Frankfurt,189,9.58
8.219.248.47,8080,8080,false,SIN,Asia Pacific,Singapore,14,9.58
47.254.144.185,8880,0,false,FRA,Europe,Frankfurt,182,9.57
47.254.156.95,2087,0,true,FRA,Europe,Frankfurt,172,9.57
47.254.175.100,8880,8880,false,FRA,Europe,Frankfurt,172,9.57
47.91.18.233,8443,0,true,NRT,Asia Pacific,Tokyo,292,9.57
8.222.221.90,8880,0,false,SIN,Asia Pacific,Singapore,20,9.56
47.254.171.27,80,80,false,FRA,Europe,Frankfurt,199,9.55
47.254.179.188,2086,0,false,FRA,Europe,Frankfurt,167,9.55
47.254.140.143,443,80,true,AMS,Europe,Amsterdam,183,9.54
47.254.155.6,2052,0,false,AMS,Europe,Amsterdam,175,9.54
47.254.146.142,443,0,true,AMS,Europe,Amsterdam,180,9.54
47.245.121.221,8443,0,true,SIN,Asia Pacific,Singapore,5,9.54
8.219.222.98,2082,0,false,SIN,Asia Pacific,Singapore,33,9.53
47.254.143.159,2086,0,false,FRA,Europe,Frankfurt,176,9.52
47.254.141.27,8443,0,true,FRA,Europe,Frankfurt,164,9.51
47.254.170.152,443,0,true,FRA,Europe,Frankfurt,169,9.50
47.88.77.61,8443,0,true,SJC,North America,San Jose,177,9.50
8.219.158.195,2053,0,true,SIN,Asia Pacific,Singapore,31,9.49
47.254.183.121,443,80,true,FRA,Europe,Frankfurt,197,9.48
47.254.130.228,2087,0,true,FRA,Europe,Frankfurt,166,9.48
47.254.154.76,443,0,true,FRA,Europe,Frankfurt,183,9.48
47.254.148.152,8080,8080,false,FRA,Europe,Frankfurt,190,9.48
8.219.126.235,2087,0,true,SIN,Asia Pacific,Singapore,90,9.48
47.254.144.185,2096,0,true,AMS,Europe,Amsterdam,184,9.48
47.88.95.113,2083,0,true,SJC,North America,San Jose,187,9.47
47.254.167.242,8443,0,true,FRA,Europe,Frankfurt,184,9.47
8.219.235.164,8080,0,false,SIN,Asia Pacific,Singapore,8,9.47
47.254.170.209,443,80,true,FRA,Europe,Frankfurt,155,9.46
8.219.173.201,2095,0,false,SIN,Asia Pacific,Singapore,5,9.46
8.219.103.47,8880,0,false,SIN,Asia Pacific,Singapore,13,9.46
47.254.183.236,443,0,true,FRA,Europe,Frankfurt,180,9.46
47.254.141.51,80,80,false,AMS,Europe,Amsterdam,188,9.45
8.219.199.220,443,80,true,SIN,Asia Pacific,Singapore,84,9.45
47.254.181.181,2082,0,false,FRA,Europe,Frankfurt,177,9.45
47.254.151.133,443,0,true,FRA,Europe,Frankfurt,185,9.45
47.254.167.88,2082,0,false,FRA,Europe,Frankfurt,190,9.45
47.254.156.36,2095,0,false,FRA,Europe,Frankfurt,200,9.44
47.254.126.122,2095,2095,false,SJC,North America,San Jose,183,9.44
47.245.54.197,2086,2086,false,NRT,Asia Pacific,Tokyo,399,9.44
47.254.143.223,8443,0,true,AMS,Europe,Amsterdam,161,9.43
8.222.217.76,2086,0,false,SIN,Asia Pacific,Singapore,7,9.43
8.219.126.235,2053,0,true,SIN,Asia Pacific,Singapore,39,9.42
8.219.175.101,2082,0,false,SIN,Asia Pacific,Singapore,18,9.41
47.254.172.110,2083,2083,true,AMS,Europe,Amsterdam,196,9.41
8.219.247.203,8080,8080,false,SIN,Asia Pacific,Singapore,34,9.41
47.254.170.142,443,0,true,FRA,Europe,Frankfurt,183,9.40
47.245.37.37,2087,0,true,NRT,Asia Pacific,Tokyo,205,9.39
8.219.197.111,8080,0,false,SIN,Asia Pacific,Singapore,4,9.39
47.254.182.125,2095,0,false,FRA,Europe,Frankfurt,187,9.38
47.254.141.51,443,80,true,AMS,Europe,Amsterdam,165,9.38
47.254.178.210,2082,0,false,AMS,Europe,Amsterdam,193,9.37
47.254.159.6,2087,0,true,FRA,Europe,Frankfurt,183,9.37
47.254.178.91,8443,0,true,FRA,Europe,Frankfurt,172,9.37
47.254.159.217,2053,0,true,FRA,Europe,Frankfurt,182,9.37
47.254.146.74,2086,2086,false,FRA,Europe,Frankfurt,183,9.37
47.254.179.188,8880,8880,false,FRA,Europe,Frankfurt,155,9.36
47.254.179.188,443,0,true,AMS,Europe,Amsterdam,166,9.36
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,9.36
47.254.178.213,8080,0,false,FRA,Europe,Frankfurt,190,9.36
47.254.128.94,443,0,true,FRA,Europe,Frankfurt,186,9.35
8.219.222.98,80,0,false,SIN,Asia Pacific,Singapore,18,9.35
47.254.167.164,2082,0,false,FRA,Europe,Frankfurt,199,9.35
8.219.156.173,2053,0,true,SIN,Asia Pacific,Singapore,80,9.34
47.254.131.253,2053,0,true,AMS,Europe,Amsterdam,184,9.34
8.219.126.240,8443,0,true,SIN,Asia Pacific,Singapore,48,9.33
47.254.128.192,2052,2052,false,FRA,Europe,Frankfurt,166,9.33
47.254.141.87,2086,0,false,FRA,Europe,Frankfurt,171,9.33
8.218.136.25,2095,0,false,HKG,Asia Pacific,Hong Kong,64,9.32
47.254.143.159,80,0,false,FRA,Europe,Frankfurt,171,9.32
47.254.182.99,8880,0,false,FRA,Europe,Frankfurt,194,9.31
8.219.200.145,2087,0,true,SIN,Asia Pacific,Singapore,69,9.31
8.219.122.96,8080,8080,false,SIN,Asia Pacific,Singapore,16,9.31
47.254.159.99,2052,0,false,FRA,Europe,Frankfurt,155,9.30
8.222.249.98,2082,2082,false,SIN,Asia Pacific,Singapore,28,9.30
47.254.142.115,443,0,true,FRA,Europe,Frankfurt,175,9.30
47.254.142.106,8080,0,false,AMS,Europe,Amsterdam,184,9.29
47.254.143.223,80,0,false,FRA,Europe,Frankfurt,176,9.29
47.254.132.77,8880,8880,false,AMS,Europe,Amsterdam,184,9.29
47.254.183.246,443,0,true,FRA,Europe,Frankfurt,198,9.29
8.222.211.16,2095,0,false,SIN,Asia Pacific,Singapore,22,9.29
8.219.155.255,8443,0,true,SIN,Asia Pacific,Singapore,70,9.29
47.254.145.235,2082,0,false,FRA,Europe,Frankfurt,195,9.28
47.254.155.141,2086,2086,false,AMS,Europe,Amsterdam,179,9.28
47.254.145.235,2087,0,true,FRA,Europe,Frankfurt,177,9.27
47.254.173.241,2053,2053,true,FRA,Europe,Frankfurt,194,9.26
8.219.180.151,2082,0,false,SIN,Asia Pacific,Singapore,5,9.26
47.254.141.87,8080,8080,false,FRA,Europe,Frankfurt,167,9.25
47.254.153.183,2082,0,false,FRA,Europe,Frankfurt,194,9.25
47.254.143.223,2052,0,false,FRA,Europe,Frankfurt,155,9.25
47.254.140.57,8080,0,false,FRA,Europe,Frankfurt,155,9.25
8.219.228.193,443,0,true,SIN,Asia Pacific,Singapore,36,9.25
47.88.85.162,2096,0,true,SJC,North America,San Jose,181,9.24
8.219.140.229,2086,0,false,SIN,Asia Pacific,Singapore,10,9.24
8.219.144.168,443,0,true,SIN,Asia Pacific,Singapore,47,9.24
8.219.174.104,443,0,true,SIN,Asia Pacific,Singapore,31,9.23
8.219.248.47,8880,0,false,SIN,Asia Pacific,Singapore,3,9.23
47.254.131.167,2052,2052,false,FRA,Europe,Frankfurt,182,9.22
47.254.146.142,2095,2095,false,AMS,Europe,Amsterdam,198,9.22
47.254.141.242,8880,0,false,FRA,Europe,Frankfurt,177,9.21
47.245.32.215,2082,2082,false,NRT,Asia Pacific,Tokyo,333,9.21
47.254.150.189,2095,2095,false,FRA,Europe,Frankfurt,182,9.20
47.254.178.104,2095,2095,false,AMS,Europe,Amsterdam,188,9.19
8.219.100.155,2095,0,false,SIN,Asia Pacific,Singapore,5,9.18
8.219.67.50,8080,0,false,SIN,Asia Pacific,Singapore,7,9.17
8.219.238.145,443,0,true,SIN,Asia Pacific,Singapore,63,9.17
47.88.87.132,8080,8080,false,SJC,North America,San Jose,187,9.17
47.254.156.205,2086,0,false,FRA,Europe,Frankfurt,177,9.16
47.254.135.187,2053,2053,true,FRA,Europe,Frankfurt,194,9.14
47.254.132.47,2082,0,false,FRA,Europe,Frankfurt,179,9.14
47.254.170.100,2086,0,false,FRA,Europe,Frankfurt,193,9.14
8.219.238.145,8443,0,true,SIN,Asia Pacific,Singapore,99,9.14
8.219.117.98,2083,0,true,SIN,Asia Pacific,Singapore,87,9.13
8.219.0.162,8080,8080,false,SIN,Asia Pacific,Singapore,12,9.13
47.254.141.102,2052,0,false,FRA,Europe,Frankfurt,171,9.13
8.219.155.255,2087,0,true,SIN,Asia Pacific,Singapore,91,9.12
8.219.156.148,443,0,true,SIN,Asia Pacific,Singapore,107,9.12
47.245.104.221,80,80,false,SIN,Asia Pacific,Singapore,3,9.12
8.219.159.9,443,0,true,SIN,Asia Pacific,Singapore,55,9.12
